"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"DEVBANK","2023-05-14","3391.88","3413.52","3340.22","3353.25","-1.14","54942733.9"
"DEVBANK","2023-05-11","3408.52","3419.04","3382.81","3391.87","-0.49","19249075.6"
"DEVBANK","2023-05-10","3417.43","3439.08","3396.51","3408.52","-0.26","29843802.5"
"DEVBANK","2023-05-09","3389.03","3437.98","3377.62","3417.42","0.84","34323280.5"
"DEVBANK","2023-05-08","3402.74","3408.99","3358.35","3389.03","-0.40","32251491.5"
"DEVBANK","2023-05-07","3436.99","3436.99","3392.66","3402.74","-1.00","22838308.8"
"DEVBANK","2023-05-04","3414.62","3457.48","3396.4","3436.98","0.65","29233496.2"
"DEVBANK","2023-05-03","3422.63","3441.47","3397.03","3414.62","-0.23","27748180.8"
"DEVBANK","2023-05-02","3421.03","3453.4","3408.57","3422.62","0.05","28840795.5"
"DEVBANK","2023-04-30","3463.7","3479.99","3415.54","3421.03","-1.23","35834581.2"
"DEVBANK","2023-04-27","3471.34","3477.89","3446.84","3463.7","-0.16","31822917"
"DEVBANK","2023-04-26","3506.37","3520.72","3461.28","3469.4","-1.03","39528007.4"
"DEVBANK","2023-04-25","3448.28","3505.33","3436.1","3505.33","1.65","44793087.3"
"DEVBANK","2023-04-24","3423.74","3453.09","3415.79","3448.28","0.72","38654336.5"
"DEVBANK","2023-04-23","3459.72","3459.89","3417.28","3423.74","-1.04","44435231.2"
"DEVBANK","2023-04-20","3500.02","3519.77","3458.5","3459.72","-1.35","50873866.8"
"DEVBANK","2023-04-19","3462.93","3512.27","3462.07","3507.04","1.27","37111238.8"
"DEVBANK","2023-04-18","3475.19","3499","3435.77","3462.93","-0.35","37175466.8"
"DEVBANK","2023-04-17","3541.77","3558.86","3463.59","3475.19","-1.88","35953259.9"
"DEVBANK","2023-04-16","3556.32","3573.45","3521.46","3541.77","-0.41","35169089.3"
"DEVBANK","2023-04-13","3647.03","3677.52","3544.08","3556.32","-2.48","91639503.4"
"DEVBANK","2023-04-12","3448.99","3649.82","3448.99","3646.79","5.74","112405445.5"
"DEVBANK","2023-04-11","3369.82","3449.85","3369.82","3448.99","2.35","53678378"
"DEVBANK","2023-04-10","3357.76","3399.6","3354.25","3369.82","0.54","49099413.8"
"DEVBANK","2023-04-09","3413.19","3413.19","3336.74","3351.67","-1.80","65403946.9"
"DEVBANK","2023-04-06","3455.32","3464.2","3403.3","3413.19","-1.22","65542088.6"
"DEVBANK","2023-04-05","3451.44","3464.57","3415.03","3455.32","0.11","45218242.2"
"DEVBANK","2023-04-04","3440.65","3469.4","3418.91","3451.44","0.31","44797087.7"
"DEVBANK","2023-04-03","3475.02","3480.53","3425.85","3440.65","-0.99","47470640.2"
"DEVBANK","2023-04-02","3516.33","3555.21","3465.79","3475.02","-1.17","62782414.9"
"DEVBANK","2023-03-30","3516.74","3561.89","3503.37","3516.33","-0.37","45488860.9"
"DEVBANK","2023-03-29","3542.26","3542.26","3513.12","3529.39","-0.36","30681276.4"
"DEVBANK","2023-03-28","3556.8","3589.69","3525.43","3542.26","-0.31","69357090.1"
"DEVBANK","2023-03-27","3476.54","3557.86","3459.4","3553.4","2.21","78727809.1"
"DEVBANK","2023-03-26","3529.96","3530.53","3473.86","3476.54","-1.51","75259986.8"
"DEVBANK","2023-03-23","3536.31","3549.06","3496.15","3529.96","-0.34","53853819.9"
"DEVBANK","2023-03-22","3587.76","3603.46","3538.55","3541.9","-1.28","38387089.8"
"DEVBANK","2023-03-20","3524.82","3587.76","3524.73","3587.76","1.79","41358221.9"
"DEVBANK","2023-03-19","3550.49","3558.18","3520.16","3524.82","-0.45","41071839"
"DEVBANK","2023-03-16","3555.02","3566.01","3506.99","3540.64","-0.40","55664325.5"
"DEVBANK","2023-03-15","3582.38","3612.73","3530.1","3555.02","-0.76","60383259.9"
"DEVBANK","2023-03-14","3570.22","3602.99","3547.34","3582.38","0.36","65565494.9"
"DEVBANK","2023-03-13","3605.99","3610.41","3555.85","3569.5","-1.03","40472222"
"DEVBANK","2023-03-12","3652.86","3705.13","3590.94","3606.73","-1.26","66542849.3"
"DEVBANK","2023-03-09","3552.82","3652.99","3552.82","3652.86","2.97","80235411.2"
"DEVBANK","2023-03-07","3506.62","3585.87","3506.62","3547.44","1.16","52379584.2"
"DEVBANK","2023-03-05","3556.02","3573.82","3492.86","3506.62","-1.39","71622637"
"DEVBANK","2023-03-02","3586.23","3587.12","3542.79","3556.02","-0.84","53496349.8"
"DEVBANK","2023-03-01","3637.68","3641.81","3580.17","3586.23","-1.41","38423257.1"
"DEVBANK","2023-02-28","3655.38","3676.4","3626.38","3637.68","-0.48","47806769.3"
"DEVBANK","2023-02-27","3668.47","3714.02","3576.55","3655.38","0.74","101312518.3"
"DEVBANK","2023-02-26","3638.24","3668.6","3523.77","3667.33","0.83","119764668.6"
"DEVBANK","2023-02-23","3691.38","3694.96","3615.67","3637.13","-1.44","96642228.5"
"DEVBANK","2023-02-22","3609.69","3717.22","3609.69","3690.22","2.23","75480108.6"
"DEVBANK","2023-02-20","3648.55","3660.25","3599.65","3609.69","-1.07","67667595.1"
"DEVBANK","2023-02-16","3694.61","3714.08","3641.6","3648.55","-1.25","101985626.7"
"DEVBANK","2023-02-15","3714.67","3755.91","3679.62","3694.61","-0.54","93929850.8"
"DEVBANK","2023-02-14","3751.51","3762.91","3705.55","3714.67","-0.98","84451786.8"
"DEVBANK","2023-02-12","3875.46","3878.74","3745.65","3751.51","-3.64","184915202"
"DEVBANK","2023-02-09","3836.96","3893.38","3813.67","3893.1","1.46","136306421"
"DEVBANK","2023-02-08","3866.48","3948.01","3824.7","3836.96","-0.59","226391396.9"
"DEVBANK","2023-02-07","3673.57","3859.86","3672.07","3859.59","5.06","197583250.1"
"DEVBANK","2023-02-06","3676.41","3685.14","3649.03","3673.57","-0.08","58473066.1"
"DEVBANK","2023-02-05","3662.66","3716.95","3648.91","3676.41","0.38","91095793.7"
"DEVBANK","2023-02-02","3727.68","3758.57","3650.09","3662.66","-1.74","99334700.7"
"DEVBANK","2023-02-01","3681.89","3729.1","3672.88","3727.68","1.24","102384475.5"
"DEVBANK","2023-01-31","3693.12","3749.94","3658.18","3681.89","-0.30","140356112.2"
"DEVBANK","2023-01-30","3793.2","3797.32","3687.68","3693.12","-2.52","194235351.3"
"DEVBANK","2023-01-29","3856.8","3866.46","3786.99","3788.55","-1.59","135153312.5"
"DEVBANK","2023-01-26","3877.03","3922.04","3832.21","3849.9","-0.55","110527353.1"
"DEVBANK","2023-01-25","3843.09","3939.05","3841.5","3871.33","0.73","195927581.5"
"DEVBANK","2023-01-24","3838.49","3853.25","3757.95","3843.09","0.12","167511786.1"
"DEVBANK","2023-01-23","3921.92","3941.45","3832.18","3838.49","-2.33","278908708.9"
"DEVBANK","2023-01-19","3942.84","3985.44","3910.35","3930.15","-0.14","199470178"
"DEVBANK","2023-01-18","3915.86","4041.01","3897.24","3935.74","0.51","412757248.4"
"DEVBANK","2023-01-17","3826.9","3941.07","3794.46","3915.86","2.66","239014407.6"
"DEVBANK","2023-01-12","3920.94","4063.76","3807.39","3814.5","-2.35","443276755.1"
"DEVBANK","2023-01-10","3948.09","4136.74","3895.9","3906.29","-1.06","648852046.1"
"DEVBANK","2023-01-09","3824.74","3949.61","3805.55","3948.09","3.23","406878418.2"
"DEVBANK","2023-01-08","3798.29","3896.45","3747.82","3824.74","0.51","384562525.6"
